date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:53:52	160196/160196	---MCZ	200	added ('OK')	text/html	etag:W/%22674c8007-271c4%22	https://html.themestransmit.com/minfo-tailwind/index.html	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/index.html	(from )
22:53:53	146/146	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2018%20Dec%202024%2019:53:53%20GMT	https://html.themestransmit.com/robots.txt		(from )
22:53:53	32423/32423	---M--	200	added ('OK')	image/png	etag:%22674c8007-7ea7%22	https://html.themestransmit.com/minfo-tailwind/assets/img/user-sidebar-thumb.png	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/img/user-sidebar-thumb.png	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:53:54	173752/173752	---MCZ	200	added ('OK')	text/css	etag:W/%22674c8006-2a6b8%22	https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:53:54	20646/20646	---MCZ	200	added ('OK')	text/css	etag:W/%22674c8006-50a6%22	https://html.themestransmit.com/minfo-tailwind/assets/css/cdheadline.css	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/css/cdheadline.css	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:53:54	15563/15563	---MCZ	200	added ('OK')	text/css	etag:W/%22674c8006-3ccb%22	https://html.themestransmit.com/minfo-tailwind/assets/css/swiper-bundle.min.css	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/css/swiper-bundle.min.css	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:53:55	83836/83836	---MCZ	200	added ('OK')	text/css	etag:W/%22674c8006-1477c%22	https://html.themestransmit.com/minfo-tailwind/assets/css/style.min.css	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/css/style.min.css	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:53:55	591/591	---M--	200	added ('OK')	image/svg+xml	etag:%22674c8007-24f%22	https://html.themestransmit.com/minfo-tailwind/assets/img/site-logo.svg	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/img/site-logo.svg	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:53:55	32279/32279	---M--	200	added ('OK')	image/png	etag:%22674c8007-7e17%22	https://html.themestransmit.com/minfo-tailwind/assets/img/user-sidebar-thumb-light.png	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/img/user-sidebar-thumb-light.png	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:53:55	146/146	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2018%20Dec%202024%2019:53:55%20GMT	https://html.themestransmit.com/minfo-tailwind/mycv.pdf	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/mycv.pdf	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:53:56	108761/108761	---M--	200	added ('OK')	image/png	etag:%22674c8007-1a8d9%22	https://html.themestransmit.com/minfo-tailwind/assets/img/hero-img-1.png	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/img/hero-img-1.png	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:53:56	59224/59224	---M--	200	added ('OK')	image/png	etag:%22674c8007-e758%22	https://html.themestransmit.com/minfo-tailwind/assets/img/hero-img-2.png	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/img/hero-img-2.png	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:53:56	6676/6676	---M--	200	added ('OK')	image/svg+xml	etag:%22674c8007-1a14%22	https://html.themestransmit.com/minfo-tailwind/assets/img/partners/logo1.svg	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/img/partners/logo1.svg	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:53:56	3343/3343	---M--	200	added ('OK')	image/svg+xml	etag:%22674c8007-d0f%22	https://html.themestransmit.com/minfo-tailwind/assets/img/partners/logo2.svg	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/img/partners/logo2.svg	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:53:56	4555/4555	---M--	200	added ('OK')	image/svg+xml	etag:%22674c8007-11cb%22	https://html.themestransmit.com/minfo-tailwind/assets/img/partners/logo3.svg	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/img/partners/logo3.svg	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:53:57	3814/3814	---M--	200	added ('OK')	image/svg+xml	etag:%22674c8007-ee6%22	https://html.themestransmit.com/minfo-tailwind/assets/img/partners/logo4.svg	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/img/partners/logo4.svg	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:53:57	1056/1056	---M--	200	added ('OK')	image/svg+xml	etag:%22674c8007-420%22	https://html.themestransmit.com/minfo-tailwind/assets/img/skill/figma.svg	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/img/skill/figma.svg	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:53:57	710/710	---M--	200	added ('OK')	image/svg+xml	etag:%22674c8007-2c6%22	https://html.themestransmit.com/minfo-tailwind/assets/img/skill/webflow.svg	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/img/skill/webflow.svg	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:53:57	957/957	---M--	200	added ('OK')	image/svg+xml	etag:%22674c8007-3bd%22	https://html.themestransmit.com/minfo-tailwind/assets/img/skill/tailwind.svg	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/img/skill/tailwind.svg	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:53:58	572/572	---M--	200	added ('OK')	image/svg+xml	etag:%22674c8007-23c%22	https://html.themestransmit.com/minfo-tailwind/assets/img/skill/html.svg	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/img/skill/html.svg	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:53:58	770/770	---M--	200	added ('OK')	image/svg+xml	etag:%22674c8007-302%22	https://html.themestransmit.com/minfo-tailwind/assets/img/skill/css.svg	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/img/skill/css.svg	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:53:58	1065/1065	---M--	200	added ('OK')	image/svg+xml	etag:%22674c8007-429%22	https://html.themestransmit.com/minfo-tailwind/assets/img/skill/js.svg	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/img/skill/js.svg	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:53:58	7156/7156	---M--	200	added ('OK')	image/svg+xml	etag:%22674c8007-1bf4%22	https://html.themestransmit.com/minfo-tailwind/assets/img/skill/jquery.svg	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/img/skill/jquery.svg	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:53:58	49676/49676	---MCZ	200	added ('OK')	text/html	etag:W/%22674c8007-c20c%22	https://html.themestransmit.com/minfo-tailwind/project-single.html	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/project-single.html	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:54:00	195177/195177	---M--	200	added ('OK')	image/png	etag:%22674c8007-2fa69%22	https://html.themestransmit.com/minfo-tailwind/assets/img/portfolio/portfolio-img2.png	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/img/portfolio/portfolio-img2.png	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:54:00	407191/407191	---M--	200	added ('OK')	image/png	etag:%22674c8007-63697%22	https://html.themestransmit.com/minfo-tailwind/assets/img/portfolio/portfolio-img1.png	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/img/portfolio/portfolio-img1.png	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:54:00	52013/52013	---M--	200	added ('OK')	image/png	etag:%22674c8007-cb2d%22	https://html.themestransmit.com/minfo-tailwind/assets/img/portfolio/portfolio-img3.png	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/img/portfolio/portfolio-img3.png	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:54:01	62908/62908	---MCZ	200	added ('OK')	text/html	etag:W/%22674c8006-f5bc%22	https://html.themestransmit.com/minfo-tailwind/all-projects.html	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/all-projects.html	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:54:01	66225/66225	---MCZ	200	added ('OK')	text/html	etag:W/%22674c8006-102b1%22	https://html.themestransmit.com/minfo-tailwind/article-details.html	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/article-details.html	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:54:02	417487/417487	---M--	200	added ('OK')	image/png	etag:%22674c8007-65ecf%22	https://html.themestransmit.com/minfo-tailwind/assets/img/portfolio/portfolio-img4.png	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/img/portfolio/portfolio-img4.png	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:54:03	60353/60353	---MCZ	200	added ('OK')	text/html	etag:W/%22674c8006-ebc1%22	https://html.themestransmit.com/minfo-tailwind/all-blogs.html	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/all-blogs.html	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:54:03	12419/12419	---M--	200	added ('OK')	image/png	etag:%22674c8007-3083%22	https://html.themestransmit.com/minfo-tailwind/assets/img/testimonial/author1.png	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/img/testimonial/author1.png	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:54:03	13263/13263	---M--	200	added ('OK')	image/png	etag:%22674c8007-33cf%22	https://html.themestransmit.com/minfo-tailwind/assets/img/testimonial/author2.png	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/img/testimonial/author2.png	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:54:03	89501/89501	---MCZ	200	added ('OK')	application/javascript	etag:W/%22674c8007-15d9d%22	https://html.themestransmit.com/minfo-tailwind/assets/js/jquery-3.6.0.min.js	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/js/jquery-3.6.0.min.js	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:54:04	9028/9028	---M--	200	added ('OK')	application/javascript	etag:%22674c8007-2344%22	https://html.themestransmit.com/minfo-tailwind/assets/js/waypoints.min.js	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/js/waypoints.min.js	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:54:04	113970/113970	---MCZ	200	added ('OK')	application/javascript	etag:W/%22674c8007-1bd32%22	https://html.themestransmit.com/minfo-tailwind/assets/js/tw-elements.umd.min.js	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/js/tw-elements.umd.min.js	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:54:04	5532/5532	---M--	200	added ('OK')	application/javascript	etag:%22674c8007-159c%22	https://html.themestransmit.com/minfo-tailwind/assets/js/cd-headline.js	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/js/cd-headline.js	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:54:04	1693037/1693037	---M--	200	added ('OK')	image/png	etag:%22674c8007-19d56d%22	https://html.themestransmit.com/minfo-tailwind/assets/img/blog/article1.png	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/img/blog/article1.png	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:54:05	2335/2335	---M--	200	added ('OK')	application/javascript	etag:%22674c8007-91f%22	https://html.themestransmit.com/minfo-tailwind/assets/js/jquery.counterup.min.js	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/js/jquery.counterup.min.js	(from https://html.themestransmit.com/minfo-tailwind/index.html)
22:54:05	135529/135529	---MCZ	200	added ('OK')	application/javascript	etag:W/%22674c8007-21169%22	https://html.themestransmit.com/minfo-tailwind/assets/js/swiper-bundle.min.js	C:/Users/aliri/Desktop/sitem2/sitem2/html.themestransmit.com/minfo-tailwind/assets/js/swiper-bundle.min.js	(from https://html.themestransmit.com/minfo-tailwind/index.html)
